live_weight_kg,backfat_mm,loin_depth_mm,age_days,market_class,value_usd
133,19.2,60.2,177,market_hog,289.4
131.3,16.4,56.8,176,market_hog,293.12
127.7,12.7,66.9,165,market_hog,320.94
117,17.9,63.4,174,market_hog,268.5
117,14.3,58.8,177,market_hog,279.02
128.2,22,62.4,172,market_hog,284.5
116.9,18.4,59.6,178,market_hog,268.82
123.6,15.7,70.1,175,market_hog,303.94
126.8,16.3,64.7,181,market_hog,292.9
118.2,13.3,65.3,180,market_hog,287.16
118.9,15.3,48.7,176,market_hog,263.21
124.4,20.5,61.7,164,market_hog,281.67
128,23.6,72.4,189,market_hog,310.38
131.4,19.8,68.6,174,market_hog,311.51
128.6,17.8,52.8,174,market_hog,283.08
125.4,16.9,60.4,172,market_hog,283.31
120.5,15.6,56,171,market_hog,269.48
118.6,23.1,70.6,187,market_hog,294.37
121.9,17.5,63.2,186,market_hog,277.96
127.5,23.3,58.2,179,market_hog,277.35
127,21.5,62.2,174,market_hog,288.23
112.4,13.6,49,180,market_hog,245.33
120.3,16.3,56.6,176,market_hog,267.11
132.2,16.3,62.2,173,market_hog,295.22
125.5,17.8,66.2,178,market_hog,292.1
116.5,17.8,52.3,171,market_hog,250.69
139.1,25.5,60.1,177,market_hog,293.21
124.8,15.3,67,177,market_hog,301.45
127.3,18.6,54.7,180,market_hog,276.12
127.4,19.5,63.1,170,market_hog,292.1
122.8,18,62.3,181,market_hog,290.81
120.6,18.3,70.6,168,market_hog,290.04
137.7,15.4,60.8,170,market_hog,310.98
131,18.3,61.1,171,market_hog,284.64
129.9,19.3,66.3,166,market_hog,308.87
128.5,18.8,55.4,183,market_hog,282.46
119,19.4,60.9,167,market_hog,272.01
132.7,21.5,59.7,169,market_hog,282.19
119.9,20.3,61.3,185,market_hog,263.46
126.7,18.2,66.2,170,market_hog,284.18
115.2,15.1,64.8,173,market_hog,270.83
112.8,16.5,58.3,167,market_hog,261.93
126.9,17.5,62.7,182,market_hog,286.26
120.1,18.6,69.5,182,market_hog,277.05
113.1,16.8,57.8,181,market_hog,249.54
128.2,15.7,62.7,179,market_hog,296.23
137.7,15,61,176,market_hog,302.1
133.3,13.9,61.7,171,market_hog,305.32
123.5,17.4,53.8,168,market_hog,283.5
125.1,14.3,69.1,185,market_hog,317.17
130.3,15.5,58.1,181,market_hog,311.27
131.7,17,67.1,169,market_hog,294.04
122.9,14.7,58.9,175,market_hog,280.31
125.2,18.9,58.9,173,market_hog,288.43
126.8,19.9,68.1,166,market_hog,293.47
128.3,16.6,67,176,market_hog,310.97
124.2,16.9,63,172,market_hog,292.95
124.3,19.3,65.8,167,market_hog,303.5
133.3,16.2,60.6,163,market_hog,308.45
132.3,16,62,162,market_hog,310.37
127.9,21,58.7,172,market_hog,279.02
135.3,20.2,66.5,174,market_hog,301.26
122.7,19.5,58.5,168,market_hog,274.13
134.7,20.3,69.4,180,market_hog,293.87
128.3,13.1,60.4,174,market_hog,312.96
144.6,21.4,62.1,180,market_hog,297.76
117.8,19,65.8,174,market_hog,274.84
120.9,20.5,62.1,169,market_hog,286.73
127.5,19,60.5,176,market_hog,283.44
127.4,18.1,61.8,165,market_hog,277.39
136.7,17.3,66.5,179,market_hog,316.38
121,18.9,58.7,168,market_hog,264.38
130.4,17.2,61.4,182,market_hog,295.31
132,20.2,62.1,172,market_hog,295.04
129.2,14,66.3,184,market_hog,312.41
119.2,16.6,61.5,166,market_hog,286.15
133.4,23.1,71,170,market_hog,306.62
132.4,16.4,61.2,178,market_hog,304.36
128.6,17.4,60.8,184,market_hog,287.23
126.2,15.8,61.1,188,market_hog,296.27
126.4,18.8,55.4,175,market_hog,267.62
124.5,16.2,56.8,190,market_hog,296.41
128.8,17.5,59.3,173,market_hog,280.13
125.2,20.1,67.7,184,market_hog,290.87
119.9,16.3,61.8,167,market_hog,271.48
118.7,20,59.6,178,market_hog,262.68
120.5,20.1,68.1,156,market_hog,285.33
126.3,20.6,69.8,166,market_hog,293.29
124.8,18.4,68.3,179,market_hog,306.43
126.3,26.1,57.7,165,market_hog,270.18
128,20.6,59.5,178,market_hog,280.75
121.2,18.8,71.1,182,market_hog,292.77
133.8,15.8,63.2,171,market_hog,314.88
123.4,17.8,60.7,167,market_hog,291.87
122.4,21.6,65.6,171,market_hog,273.33
127.9,22.3,67,167,market_hog,286.72
114,21.7,59.1,174,market_hog,255.49
120.3,20,63.1,176,market_hog,280.31
130.9,14.9,66.6,173,market_hog,301.36
114.6,19.2,56.2,188,market_hog,260.1
131.7,14.9,62.1,169,market_hog,296.61
134.1,14.3,56.4,186,market_hog,308.53
122.8,18.6,57.1,167,market_hog,280.7
126.8,19.3,59.2,176,market_hog,275.9
131.7,20.3,64.4,184,market_hog,292.16
122.2,19.2,60.4,184,market_hog,274.67
130.2,19.3,58.8,172,market_hog,289.85
121,15.5,62.3,179,market_hog,285.18
122.1,17.7,56.3,178,market_hog,266.53
120.2,14.2,64.1,171,market_hog,279.21
127.1,13,67.7,180,market_hog,315.12
131.9,19.9,61.6,190,market_hog,295.45
123.9,16.1,61,179,market_hog,290.21
117.4,20.2,63.9,180,market_hog,273.49
118.5,20.8,51.9,180,market_hog,249.93
127.4,16.5,64.7,163,market_hog,301.12
136.1,19.5,77.5,179,market_hog,340.55
127.4,16.3,61.4,167,market_hog,304.49
122.7,13.4,61.4,170,market_hog,290.82
129.6,18.3,65.7,192,market_hog,296.09
123.6,16.8,70.2,173,market_hog,278.33
122.7,16.9,66.9,169,market_hog,302.92
119.2,22.9,51.2,184,market_hog,257.61
133.5,14.2,64.8,167,market_hog,306.18
109.8,19,74.9,171,market_hog,255.76
129.8,15.5,65.1,185,market_hog,295.95
122.2,20.3,56.2,175,market_hog,274.1
122.5,18.7,63.4,163,market_hog,284.42
135.2,18.9,55.6,179,market_hog,293.78
120.7,15.6,68.2,172,market_hog,295.5
120.9,16.1,57.2,187,market_hog,285.48
124.2,20.3,62.4,170,market_hog,286.55
127.5,22.4,57.7,183,market_hog,284.12
122.3,19.2,59.3,189,market_hog,260.87
115.6,15.8,69.4,168,market_hog,273.68
119.8,18.8,62.5,173,market_hog,274.94
132.7,24.1,59.2,178,market_hog,290.42
125.4,18.3,56.3,168,market_hog,295.51
127.7,21.7,52.6,177,market_hog,270.19
123.4,16.1,55.7,173,market_hog,275.61
121,17.9,62.6,173,market_hog,266.82
135.1,19.5,66.9,175,market_hog,310.86
123.9,19,59.2,176,market_hog,276.46
122.3,16.1,69.9,176,market_hog,323.36
131.6,16,58.4,170,market_hog,289.99
120.7,20.5,60.8,171,market_hog,290.75
121.4,21,56.6,174,market_hog,274.09
125.1,21.8,67,175,market_hog,280.8
125,22.5,72.5,171,market_hog,297.57
126.6,18.3,53.2,178,market_hog,283.83
137.6,17.2,60.3,160,market_hog,297.6
127,21.4,68.3,169,market_hog,301.39
110.7,19.8,54.8,173,market_hog,245.08
127,15.5,64.8,168,market_hog,306.01
125.2,15.4,68.1,188,market_hog,303.51
125.3,19.2,62.4,175,market_hog,278.25
126.5,17.6,64.8,176,market_hog,295.7
124.8,17.9,70.8,171,market_hog,303.43
124.7,20.7,71.7,175,market_hog,282.6
128.7,19.9,61.7,165,market_hog,291.38
121.7,21.3,59.3,174,market_hog,271.4
119.3,13.2,57.4,168,market_hog,269.88
143.1,18.6,66.9,173,market_hog,302.84
120.7,19.7,55.1,155,market_hog,264.47
125.6,14.2,60.7,166,market_hog,311.03
116,16.4,62.5,187,market_hog,274.87
125.7,15.9,59.5,182,market_hog,298.83
119.4,18.1,63.4,186,market_hog,278.74
122.3,22.1,74.8,186,market_hog,280.05
131.3,23.1,61.4,180,market_hog,291.32
127.8,16,59.8,171,market_hog,288.57
128.4,19.3,67.1,167,market_hog,296.28
114.4,19.4,63.2,184,market_hog,255.2
136,19,69.2,176,market_hog,309.34
117.8,19,62.8,195,market_hog,281.62
134.2,18.8,60.8,172,market_hog,303.22
131.1,22.2,53.1,191,market_hog,287.79
128.5,20.8,53.9,174,market_hog,290.11
119.9,15.3,52.8,186,market_hog,254.17
125.9,20,63.9,189,market_hog,279.71
122.2,20.2,55.2,167,market_hog,254.78
125.2,18.8,68.3,171,market_hog,302.2
123.5,20.8,62.2,167,market_hog,275.49
112.8,18.5,60.8,165,market_hog,253.06
131.7,18.5,57.8,180,market_hog,288.36
124.5,18.3,65.1,173,market_hog,295.23
122.1,13,58,175,market_hog,275.76
121.6,17.8,57.1,179,market_hog,265.6
127.2,16.3,67.9,160,market_hog,304.58
119.6,15,63.8,185,market_hog,296.54
111.5,21.6,60.8,172,market_hog,246.41
127.4,19.3,65.2,179,market_hog,288.47
128.1,17.9,62,180,market_hog,276.54
123.8,16.6,63.9,186,market_hog,300.15
118.1,18.7,57.9,174,market_hog,261.21
125.5,20.5,72.4,158,market_hog,291.2
116.2,15.9,59.1,175,market_hog,255.83
118.8,18,69.8,177,market_hog,276.55
120.5,20.2,61.1,167,market_hog,266.84
130.1,13.2,66,176,market_hog,309.55
122.8,17.9,65.7,172,market_hog,281.1
122.3,16.9,67.7,164,market_hog,296.28
136.7,17.7,57.8,180,market_hog,292.5
127.1,16.7,67.4,170,market_hog,320.66
127,18.3,71.2,172,market_hog,291.6
122.8,22.8,60.7,171,market_hog,274.76
121.4,17.2,62.2,185,market_hog,285.5
111.9,18.7,59.4,175,market_hog,243.37
130.8,23,60.3,176,market_hog,284.78
127.7,16.6,70.6,171,market_hog,314.86
123.9,22.5,57,179,market_hog,271.33
124.2,18,57.3,186,market_hog,291.62
129.4,22.5,70.1,180,market_hog,280.83
115.7,19.9,65.1,180,market_hog,262.44
121.5,18.8,72.6,180,market_hog,308.52
118.2,17.8,59.7,164,market_hog,279.14
135.6,16.4,62.6,168,market_hog,308.24
130.3,18.2,58.7,173,market_hog,300.59
111.8,20.2,62.7,169,market_hog,237.91
115.9,18,53.1,166,market_hog,261.9
124.2,17.2,65.4,160,market_hog,302.81
122.2,17.4,63.6,164,market_hog,282.17
117.1,20.5,61.7,173,market_hog,287.69
136.7,21.1,60,174,market_hog,292.54
126.9,16.3,57.5,169,market_hog,271.01
127.8,16.3,65.6,176,market_hog,304.99
120.8,18.9,56.1,172,market_hog,264.52
129.3,21.8,64.6,184,market_hog,300.61
122.7,20.9,72.4,174,market_hog,299.01
123.3,14.9,69.4,181,market_hog,298.48
128.7,17.3,54.5,177,market_hog,296.45
115.2,15.7,59.3,164,market_hog,275
134.6,17.3,64.1,174,market_hog,297.29
126.1,22,61.6,165,market_hog,280.9
132.7,14.4,55,174,market_hog,299.02
118.5,14,63.9,169,market_hog,283.57
119.5,15.9,61.9,178,market_hog,279.39
118,18.7,71.6,164,market_hog,287.69
126.5,19.6,60.7,175,market_hog,277.64
125.4,19.1,67.8,180,market_hog,278.25
122.2,20.9,55.7,182,market_hog,270.5
118.9,13.6,56.9,169,market_hog,261.84
117.4,21,65.6,175,market_hog,264.33
124.7,17.2,67.4,176,market_hog,283.98
122.2,19.8,57.2,187,market_hog,259.85
120.9,14.7,62.1,163,market_hog,291.31
134.3,18,55.1,168,market_hog,287.08
124.5,18.6,61.1,197,market_hog,283.5
132.6,20.9,66.2,173,market_hog,288.08
121.8,14,59.8,160,market_hog,282.49
126.5,18.1,60.8,170,market_hog,292.33
124.7,15.3,56.4,153,market_hog,285.04
114.8,19.3,58.8,177,market_hog,264.97
133.6,19.9,70.8,181,market_hog,315.92
124.2,21.2,62.4,168,market_hog,279.78
129.5,16.7,57,171,market_hog,275.5
120.5,20.3,60.4,182,market_hog,267.22
124,21.4,54,161,market_hog,267.66
119.8,13.9,56.9,164,market_hog,273.04
132.4,19.5,68.8,173,market_hog,296.72
126.9,20.4,61.3,169,market_hog,286.61
127.2,17.4,71.5,173,market_hog,327.21
133.1,15,61.5,165,market_hog,299.81
131.9,20.4,61.8,177,market_hog,292.43
129.6,15,65.2,174,market_hog,295.63
116.5,17.6,48.6,179,market_hog,261.16
120.8,17.9,63,177,market_hog,289.63
119,19.8,61.8,177,market_hog,279.39
129.4,16.4,69.4,163,market_hog,320.28
126,16.3,66.8,179,market_hog,297.74
116.7,18.2,56.3,172,market_hog,259.68
123.9,20.5,68.2,174,market_hog,305.04
116,23.7,60.7,183,market_hog,260.87
124.7,14.2,57.5,169,market_hog,271.55
115.1,18.8,63,186,market_hog,270.18
128.2,15.3,61,187,market_hog,292.9
127.3,20.5,69.7,181,market_hog,306.2
136.4,15.7,63.7,167,market_hog,310.5
130.1,16.3,63,158,market_hog,286.84
122.5,16.5,66.5,184,market_hog,296.34
129.9,17.8,67.5,176,market_hog,305.99
116.6,18.8,65.9,169,market_hog,277.94
119.2,19.2,69.1,184,market_hog,290.17
127,18,65,168,market_hog,308.51
112.1,14.7,62.8,172,market_hog,268.67
124.8,19.8,68.2,179,market_hog,294.51
118.9,17.9,61.5,166,market_hog,285.24
125.6,20.9,62.2,174,market_hog,302.38
118.5,16.2,70.6,184,market_hog,299.46
127.5,14,70.1,177,market_hog,314.53
125.1,17.9,62,185,market_hog,292.79
133.4,21.2,59.7,184,market_hog,290.87
125,18.4,69.3,175,market_hog,299.26
120.4,17.5,66,156,market_hog,304.38
123.5,15.8,63.6,166,market_hog,287.14
116.9,22.4,60.4,181,market_hog,269.62
127.4,15.4,63.7,163,market_hog,299.34
128.5,16.2,61.9,172,market_hog,285.64
139.8,19.4,58.7,178,market_hog,291.13
121.3,13.4,62.6,187,market_hog,287.72
123.4,21.2,63.3,170,market_hog,286.32
121.5,19.6,60.1,170,market_hog,277.1
126.3,20.2,66.5,175,market_hog,285.19
127.3,19.4,68.4,178,market_hog,311.03
124.7,17.6,66.8,174,market_hog,305.18
131.5,15.3,60.6,183,market_hog,313.2
121.3,17.6,65.8,169,market_hog,290.39
130.9,15.6,62.4,176,market_hog,301.78
128.2,19.2,55.8,179,market_hog,287.59
124.9,20,65.4,172,market_hog,285.27
123.1,21.7,62.7,182,market_hog,280.28
139.6,18.9,75,176,market_hog,316.7
120.1,20.3,69.3,181,market_hog,274.05
126.8,17.3,65.6,177,market_hog,299.57
120.5,16.8,63.2,178,market_hog,280.95
135.7,19.2,62.8,170,market_hog,296.71
130.3,17,57,170,market_hog,293.48
120.9,18.7,53.3,185,market_hog,276.88
128.1,15.3,57.6,180,market_hog,285.54
126.5,15.8,61.8,167,market_hog,292.72
121.9,19.6,51.5,176,market_hog,258.17
129.5,20.2,59.3,156,market_hog,280.12
127.3,15.5,60.8,170,market_hog,290.9
126.3,19.7,60.9,183,market_hog,284.39
124.7,16.7,58.7,174,market_hog,290.79
127.6,18,60.3,176,market_hog,292.88
126.4,21.5,70.6,151,market_hog,288.61
125.4,20,65.3,172,market_hog,300.92
121.2,20,59.2,178,market_hog,281.14
135.2,22.8,61.7,179,market_hog,282.39
118.7,16.2,61.9,183,market_hog,289.36
127.6,15.5,58.2,173,market_hog,294.79
123.1,16.2,58.2,174,market_hog,282.24
135.6,17.4,67.1,164,market_hog,311.53
119.6,12.1,59.9,173,market_hog,286.69
120.6,17.5,56.5,165,market_hog,277.61
119.2,16.6,61.8,160,market_hog,281.31
126.9,20,62.6,166,market_hog,286.1
116.8,18.9,52.1,187,market_hog,238.46
122.1,16.5,61.8,173,market_hog,290.56
112.1,19.5,66.3,177,market_hog,258.02
126.4,19.8,64.3,171,market_hog,297.24
122,16.1,73.1,161,market_hog,307.74
116.1,16.8,68.3,182,market_hog,278.5
131.5,12.4,69.2,158,market_hog,327.4
117.2,15.3,76,171,market_hog,300.4
129.8,16.1,65.8,175,market_hog,306.35
120.8,18.2,62.8,177,market_hog,280.62
134.6,15.6,66.9,169,market_hog,324.98
129.5,16.7,59.2,160,market_hog,287.91
119,14.9,62.5,169,market_hog,281.21
119.5,18.4,58.8,169,market_hog,262.52
128.6,19.1,64,169,market_hog,300.77
123.4,19,58.7,183,market_hog,274.54
124,18,58.6,165,market_hog,278.38
132.6,14.1,64.1,177,market_hog,304.92
120.5,16.5,61.3,176,market_hog,282.73
125.5,17,52.4,183,market_hog,267.37
130.7,17,54.7,174,market_hog,269.58
129.9,18.2,56.3,181,market_hog,290.37
124,21.6,57.6,174,market_hog,256.53
123.3,20,64.1,178,market_hog,291.95
114.6,15.5,63.1,163,market_hog,284.32
118.7,19.7,67.3,154,market_hog,279.36
126.9,19.6,65.8,178,market_hog,304.79
124.2,16,67.4,178,market_hog,299.5
125.4,20.1,65,179,market_hog,302.71
131.2,17.6,63,171,market_hog,295.6
117.9,14.5,67.5,187,market_hog,270.48
123.6,19.1,66.6,171,market_hog,290.58
126.1,18.5,63.9,178,market_hog,306.23
120.8,17.4,68.4,180,market_hog,296.01
133.6,17.9,50.3,189,market_hog,277.33
130.5,16.2,60.5,172,market_hog,300.26
126.7,19.5,60.5,170,market_hog,294.13
135.8,17.9,67.8,163,market_hog,308.1
116,18.4,69.9,187,market_hog,301.22
125,18.9,54.7,178,market_hog,272.07
127.2,15.1,69.1,179,market_hog,316.79
119.5,15.8,56.1,200,market_hog,279.66
126.8,12.5,56.3,178,market_hog,288.6
118.4,19.4,60.8,165,market_hog,267.39
129.1,15,60.4,173,market_hog,306.5
131.3,18.3,54.2,167,market_hog,285.89
126.6,18.9,65.2,172,market_hog,297.17
113.9,19.5,65.4,172,market_hog,252.15
119.2,15,67.3,170,market_hog,296.51
128.4,17.8,59.8,164,market_hog,293.31
125.1,22.2,61.8,188,market_hog,279.91
108.8,22.3,61.8,177,market_hog,240.31
132.5,20.5,70.4,173,market_hog,302.36
125.8,18.8,47.8,181,market_hog,262.61
120.1,15.5,57.2,179,market_hog,275.25
131,19.8,62,177,market_hog,289.45
120.9,17.6,56.6,180,market_hog,291.29
120.9,19.4,60.7,176,market_hog,283.69
127.2,16.4,61.4,180,market_hog,286.87
135.7,17.6,58.7,181,market_hog,311.99
134.7,18.4,62.3,176,market_hog,295.6
127.2,18.6,65.1,173,market_hog,296.01
127.8,19.2,60.8,187,market_hog,296.12
129.7,16.6,59.7,171,market_hog,279.03
117.5,14.6,61.2,178,market_hog,276.84
128.9,22.1,62,178,market_hog,281.73
120.6,24.2,53.3,170,market_hog,256.69
126.9,19.1,64.3,169,market_hog,296.11
123.6,14.7,59.7,172,market_hog,289.05
128,16.1,68.3,171,market_hog,305.66
125.7,19.3,65,163,market_hog,300.51
106.6,21.4,67.9,170,market_hog,242.56
126.1,15,56.9,177,market_hog,289.39
128.9,17.7,60.1,185,market_hog,293.45
127.7,18.5,55.8,179,market_hog,297.39
124.4,20.2,58.5,154,market_hog,279.67
134.9,17.1,68.3,180,market_hog,306.65
126.9,14.1,69.4,171,market_hog,295.53
127.6,19.6,56.3,179,market_hog,269.65
131.3,20.8,59.7,175,market_hog,284.25
127.2,17.8,61.6,173,market_hog,291.25
119.6,19,64.9,174,market_hog,276.15
110.4,16.8,53.2,175,market_hog,243.94
122.1,15.9,54,186,market_hog,271.29
129.6,20.6,64.4,175,market_hog,286.41
122.9,19,52.3,184,market_hog,273.56
129.8,19.2,59.8,183,market_hog,300.8
125.9,21.8,62.8,180,market_hog,275.15
132.7,15.4,64.1,161,market_hog,308.48
123.2,16.6,61.3,184,market_hog,272.29
127.8,18.4,60.2,171,market_hog,277.84
128,16.6,66.2,181,market_hog,297.79
134,20,63.4,167,market_hog,306.22
114.8,17.5,58.8,166,market_hog,255.76
122.2,15.5,62.2,191,market_hog,282.61
130.1,18.2,63.9,167,market_hog,298.6
134.3,18.4,70.6,184,market_hog,311.61
126.4,20.3,65.9,176,market_hog,286.14
123.2,19,68.1,172,market_hog,308.82
129.5,19.2,58.9,175,market_hog,286.04
130.2,18.8,59.4,165,market_hog,291.38
122.8,17.5,60.8,175,market_hog,281
127,16.2,61.3,166,market_hog,298.11
132.1,18.7,57,172,market_hog,298.7
136.3,17.2,68.3,182,market_hog,324.42
129.5,22.2,66.4,177,market_hog,287.32
125.3,21.4,60.5,163,market_hog,289.21
124.7,19.6,65.2,182,market_hog,294.45
128.3,18.9,63.1,175,market_hog,301.43
124.3,17.8,65.6,171,market_hog,292.83
126.1,14.8,55.3,181,market_hog,285.57
118.7,17.5,61.3,174,market_hog,283.56
132.8,18.3,61.7,166,market_hog,304.85
118.2,18.6,65.1,190,market_hog,290.87
122.4,19.2,58.9,175,market_hog,278.78
125.6,20.3,49.5,174,market_hog,265.73
136.9,16.3,56.6,172,market_hog,275.84
122.5,16.3,61.7,184,market_hog,274.49
121,21.6,62.3,171,market_hog,271.46
121.7,19.9,70.4,163,market_hog,282.82
135,17,64.9,170,market_hog,312.42
108.1,17.7,62.4,186,market_hog,234.49
119,17.7,61.8,182,market_hog,273.13
141.4,18.1,67.5,173,market_hog,304.4
128.5,19.2,59,186,market_hog,296.77
118.4,24.3,61.3,181,market_hog,256.87
124.7,18.5,56.6,173,market_hog,282.98
125.4,19.7,69.1,174,market_hog,298.43
130.1,13.8,64,178,market_hog,314.49
136,16.8,58.5,168,market_hog,303.91
127.3,21.1,61.4,175,market_hog,285.09
121.8,19,64.5,177,market_hog,271.21
129.7,7,60.7,162,market_hog,313.63
120.8,19.7,59.3,173,market_hog,273.32
118.8,22.8,58.7,173,market_hog,264.1
114.4,13,63.7,183,market_hog,271.27
115.6,21.8,60.2,160,market_hog,266.88
119.6,11.1,59.7,172,market_hog,288.71
117.9,20.3,55.3,171,market_hog,252.14
126.9,18,62.4,183,market_hog,288.83
117.8,12.1,61.1,175,market_hog,299.78
106.1,19.1,60.4,189,market_hog,236.87
118.7,20.9,63,180,market_hog,280.21
122.2,18.9,65.7,172,market_hog,279.26
121.4,19.5,65.5,177,market_hog,278.95
134.1,17,64.8,172,market_hog,299.85
121.3,13.3,60.8,182,market_hog,291.07
130.3,19.7,59.2,164,market_hog,287.08
124.9,22.4,56.8,168,market_hog,268.28
124.7,20.8,59,179,market_hog,275.44
120,13,62.1,185,market_hog,282.96
124.6,14.2,58.1,157,market_hog,288.6
120.4,15.9,62.5,186,market_hog,293.91
126,14,57.2,174,market_hog,279.25
123.6,18.1,53.7,160,market_hog,276.64
119.3,19,66.1,151,market_hog,292.74
131,14.4,59.6,163,market_hog,298.89
127.6,19.9,57.8,175,market_hog,278.54
122.3,19.5,56.5,174,market_hog,280.18
125.9,16.6,64.1,180,market_hog,288.48
124.5,17.6,68.9,171,market_hog,299.08
119.8,13.1,60,166,market_hog,277.19
125.4,17.2,60.9,172,market_hog,274.6
121.3,18,67.4,175,market_hog,288.88
119.3,18.4,52.9,177,market_hog,252.99
115.3,18.9,71.8,169,market_hog,280.02
122.8,18.6,74.2,182,market_hog,311.04
128.4,17.3,48.5,170,market_hog,289.89
120.8,18.7,61.5,168,market_hog,279.53
140.1,20.5,58.4,171,market_hog,298.1
130.3,17.8,60.7,184,market_hog,297.71
132.8,18.8,59.9,174,market_hog,290.44
129.8,17.5,66.1,169,market_hog,287.3
136.1,16.4,61.4,182,market_hog,315.31
120.3,19.3,57.4,192,market_hog,261.94
109.6,16.6,61.1,177,market_hog,261.68
122.3,19,64.6,185,market_hog,290.24
128.3,18.1,56.1,183,market_hog,276.93
125.9,17.2,53.8,170,market_hog,282.2
126.7,17.2,72,175,market_hog,325.27
132.9,16.7,58.8,165,market_hog,308.41
127.3,13.9,61.3,173,market_hog,295.51
129.8,19,60,170,market_hog,284.85
119.4,18.6,64.7,172,market_hog,281.43
118.4,20.1,70.9,169,market_hog,283.22
134.7,16.7,64.9,173,market_hog,315.96
125.6,22.7,54.4,179,market_hog,275.05
121.3,17.1,55.1,174,market_hog,259.91
121.3,15.8,60,160,market_hog,287.07
121.1,15.5,60.7,169,market_hog,283.19
120.7,13.7,53.4,163,market_hog,276.71
117.3,21.8,66.1,177,market_hog,273.16
116,21.4,56.6,179,market_hog,263.85
123.8,19.5,69.5,177,market_hog,302.95
121.4,15.8,71.1,169,market_hog,294.26
131.6,22.5,60.8,177,market_hog,286.03
126.8,17.1,64.2,171,market_hog,293.27
126.6,17.3,55.8,166,market_hog,270.11
120.5,21.6,65.1,181,market_hog,276.85
124.3,19.6,59.5,182,market_hog,295.58
127.2,23.5,56.6,183,market_hog,259.53
129.3,18.6,60.6,170,market_hog,291.5
124.4,17,59.7,184,market_hog,286.04
131.5,16.5,60.4,171,market_hog,300.12
125,13.4,66.7,180,market_hog,297.51
129.8,17.3,58.1,171,market_hog,279.69
122.1,20.9,70.7,173,market_hog,279.86
114.1,19.5,55.4,156,market_hog,261.48
126.6,18.1,70.1,173,market_hog,295.55
129.4,15.5,56.9,176,market_hog,288.46
128.5,18.6,62,172,market_hog,309.67
127.5,20.5,59.5,189,market_hog,278.11
122.9,19.1,60.3,166,market_hog,283.2
120.2,18.4,66,170,market_hog,293.32
128.3,16,69.5,168,market_hog,317.16
127.6,20.2,68,170,market_hog,286.82
121.6,10.2,60,183,market_hog,289.52
131.7,19,62.9,187,market_hog,299.16
119.7,24.4,58.1,169,market_hog,275.26
121.5,14.2,57,169,market_hog,276.42
134.8,17.4,56.3,166,market_hog,288.17
130.2,18,59.8,185,market_hog,296.03
122.9,16.8,63.2,184,market_hog,294.37
126.7,20.6,52.4,174,market_hog,277.45
125.9,19.2,61.8,164,market_hog,280.93
108.5,18.4,69.6,165,market_hog,251.58
119.6,20,67.6,176,market_hog,284.37
124.7,18,59.1,179,market_hog,294.21
122.9,25.9,55,158,market_hog,257
126.5,18.4,64.3,172,market_hog,293.79
131.8,18.5,50.4,188,market_hog,270.87
123.1,13.7,67.6,173,market_hog,317.5
118.7,16.6,60.9,187,market_hog,278.5
126.9,20.9,71.2,180,market_hog,308.52
123,14.7,53.4,166,market_hog,279.34
124.1,12.6,66.6,173,market_hog,305.8
123.2,18.1,61.5,174,market_hog,272.83
138.5,21.4,60.3,167,market_hog,273.88
111.6,18.1,55.2,167,market_hog,255.56
122.7,17.2,65,187,market_hog,291.55
125,13.4,65.4,167,market_hog,304.91
120.3,19.1,70.9,184,market_hog,280.99
130.4,19.7,67,172,market_hog,293.05
129.9,13.5,59,175,market_hog,308.65
124.7,20.8,57,179,market_hog,289.28
123.4,19.9,55.2,170,market_hog,267.18
124.3,20.8,69.4,180,market_hog,298.64
124.4,19.5,58.1,159,market_hog,280.61
124.5,19.6,69.4,179,market_hog,295.05
123.9,19.3,64.6,155,market_hog,303.18
126.5,20.2,63.6,173,market_hog,285.69
129.5,13.5,60.5,182,market_hog,311.89
117.6,14.2,65.3,180,market_hog,288.99
118.7,16.2,61.9,165,market_hog,279.44
114.5,17.7,60.2,166,market_hog,273.79
130.2,19,65.5,169,market_hog,301.54
126.5,18.8,61.3,176,market_hog,287.89
128,20.8,58,159,market_hog,292.84
116.4,20.9,65,175,market_hog,278.94
135.7,15.8,61.7,177,market_hog,313.42
121.3,18.6,64.4,173,market_hog,253.29
126,15.9,59.7,179,market_hog,294.83
130.1,17.5,56,177,market_hog,289.56
119.1,18.8,70.7,171,market_hog,288.25
121.7,9.5,69.7,160,market_hog,316.26
126.1,24,66.4,176,market_hog,287.4
142.1,19.4,60.1,167,market_hog,299.57
126.8,16.5,60.5,170,market_hog,290.36
134.6,22.8,68.9,179,market_hog,312.1
132.2,17.1,60.2,186,market_hog,303.13
127.2,18.3,58.8,175,market_hog,291.26
119.1,16.8,71.4,179,market_hog,297.53
131.4,22.1,61.8,163,market_hog,297.88
116,17.7,70.8,177,market_hog,291.13
134.6,18.4,55,175,market_hog,287.16
126.2,21,64.6,185,market_hog,296.69
109.1,19.5,72.4,171,market_hog,261.39
123,17.9,62.1,173,market_hog,301.09
128.9,20.8,60.7,183,market_hog,295.75
123.6,24.3,56.2,174,market_hog,260.21
129.3,18.8,67.4,166,market_hog,320.13
119.9,18.3,58.1,195,market_hog,255.67
117.2,18.4,61.5,166,market_hog,275.91
124.6,21.3,55.8,174,market_hog,266.82
125.2,16.5,69.8,178,market_hog,319.05
